問い合わせ番号,発注機関,発注地域,件名,カテゴリ,入札種別,資格ランク,案件登録日,入札日,開札日,落札会社名,落札価格,予定価格,応札企業,リンク
"N17780521","防衛省/陸上自衛隊/新発田駐屯地","新潟県","No.1　BGp　陸上自衛隊大日原演習場で使用する電気（再生可能エネルギー比率１００％）","電力供給","競争・公募","A,B,C,D","2023-12-27","2024-02-01",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzc4MDUyMQ=="
"N17780496","国立大学法人/東京医科歯科大学","東京都","米国Resonance Technology社 MRI用画像音呈示装置 CV2020 一式","医療用機器・システム、医療・介護用品及び業務","競争・公募","A,B,C,D","2023-12-27","2024-01-15",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzc4MDQ5Ng=="
"N17780439","その他","全国","【米軍案件】Non-Tactical Vehicle Purchase: Trailers","米軍案件","競争・公募","","2023-12-27","",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzc4MDQzOQ=="
"N17780144","独立行政法人高齢・障害・求職者雇用支援機構/青森支部","青森県","自動販売機の設置及び管理業務【Ｎｏ．２】（青森職業能力開発促進センター）","厨房・給食機器及び業務,その他の業務委託","競争・公募","","2023-12-27","2024-01-19",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzc4MDE0NA=="
"N17779764","その他","全国","【米軍案件】MOVING FURNITURE SERVICES","米軍案件","競争・公募","","2023-12-27","",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzc3OTc2NA=="
"N17779761","その他","全国","【米軍案件】SPOILER MIXER A","米軍案件","競争・公募","","2023-12-27","",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzc3OTc2MQ=="
"N17779760","その他","全国","【米軍案件】ADVANCED AIRBORNE V","米軍案件","競争・公募","","2023-12-27","",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzc3OTc2MA=="
"N17779758","その他","全国","【米軍案件】KEYBOARD、DATA ENTRY","米軍案件","競争・公募","","2023-12-27","",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzc3OTc1OA=="
"N17779755","その他","全国","【米軍案件】INDICATOR、LIQUID QU","米軍案件","競争・公募","","2023-12-27","",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzc3OTc1NQ=="
"N17779752","その他","全国","【米軍案件】Yamaha OEM Engine Replacement Parts","米軍案件","競争・公募","","2023-12-27","",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzc3OTc1Mg=="
"N17779711","独立行政法人高齢・障害・求職者雇用支援機構/大阪支部","大阪府","令和６年度複写機保守業務（Ricoh MP 7503 SP）（近畿能開大）","事務機器及び業務","競争・公募","","2023-12-27","2024-01-19",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzc3OTcxMQ=="
"N17779700","独立行政法人地域医療機能推進機構/熊本総合病院","熊本県","JCHO 熊本総合病院における臨床検査業務委託","医療用機器・システム、医療・介護用品及び業務","競争・公募","A,B,C","2023-12-27","2024-02-13",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzc3OTcwMA=="
"N17779678","独立行政法人日本原子力研究開発機構/大洗研究所（大洗研究開発センター）","茨城県","OWTF換気空調設備等の運転維持管理及び規定類整備業務","空調・換気・給排水・衛生機器及び工事,建物等の維持管理（清掃・警備・受付等）","競争・公募","A,B,C,D","2023-12-27","2024-02-28",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzc3OTY3OA=="
"N17779677","独立行政法人日本原子力研究開発機構/大洗研究所（大洗研究開発センター）","茨城県","OWTF施設運転監視設備等の運転維持管理及び規定類整備業務","建物等の維持管理（清掃・警備・受付等）","競争・公募","A,B,C,D","2023-12-27","2024-02-26",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzc3OTY3Nw=="
"N17779613","鹿児島県市町村/枕崎市","鹿児島県","空き家情報　No.103 【売買】　6DK・600万円【枕崎市】","土地・不動産","競争・公募","","2023-12-27","",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzc3OTYxMw=="
"N17779612","鹿児島県市町村/枕崎市","鹿児島県","空き家情報　No.104 【売買】　4DK・300万円【枕崎市】","土地・不動産","競争・公募","","2023-12-27","",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzc3OTYxMg=="
"N17779592","その他静岡県市町村/富士市","静岡県","ＣＯ２モニター（吉原第一中学校）【富士市】","理化学機械器具類","競争・公募","","2023-12-27","2024-01-10",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzc3OTU5Mg=="
"N17779572","財団法人/東京都農林水産振興財団（東京都農林総合研究センター）","東京都","（整理番号101）サイボウズOfficeクラウドサービス及びセキュアアクセスサービスの購入","情報処理機器・ソフト及び業務","競争・公募","等級不問","2023-12-27","2024-01-23",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzc3OTU3Mg=="
"N17779419","滋賀県","滋賀県","ＱｕａｎｔＳｔｕｄｉｏ　１　リアルタイムＰＣＲシステムの購入","理化学機械器具類,医療用機器・システム、医療・介護用品及び業務","競争・公募","","2023-12-27","2024-01-15",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzc3OTQxOQ=="
"N17779343","独立行政法人農業・食品産業技術総合研究機構","茨城県","ソフトウェア(Chenomx NMR Suite Professional Edition)","情報処理機器・ソフト及び業務","競争・公募","","2023-12-27","2024-01-10",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzc3OTM0Mw=="
"N17779300","独立行政法人製品評価技術基盤機構","東京都,大阪府","【製安OT】【役務】熱分解ガス分析システム（質量分析装置）の保守点検","理化学機械器具類","競争・公募","等級不問","2023-12-27","2024-01-10",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzc3OTMwMA=="
"N17779230","厚生労働省","東京都","「職業情報提供サイト（日本版O-NET）」に係る運用・保守等業務一式（令和６年度）","情報処理機器・ソフト及び業務","競争・公募","A,B,C","2023-12-27","2024-02-15",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzc3OTIzMA=="
"N17779074","厚生労働省","東京都","「職業情報提供サイト（日本版O-NET）」に係る写真動画制作・広報等業務一式（令和６年度）","家電・カメラ・映像関連の機器・用品及び業務,デザイン・印刷・広告","競争・公募","A,B","2023-12-27","2024-02-15",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzc3OTA3NA=="
"N17779072","厚生労働省","東京都","「職業情報提供サイト（日本版O-NET）」活用促進事業（令和６年度）","デザイン・印刷・広告,その他の業務委託","競争・公募","A,B","2023-12-27","2024-02-15",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzc3OTA3Mg=="
"N17779040","防衛省/海上自衛隊/佐世保地方総監部","長崎県","ＣＡＢＬＥ，ＦＩＢＥＲ，ＯＰＴＩＣ　ほか","通信機器・システム及び業務,電話・通信設備及び工事","競争・公募","A,B,C,D","2023-12-27","2024-02-06",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzc3OTA0MA=="
"N17779024","防衛省/海上自衛隊/航空補給処","千葉県","航空武器等用部品（官給用）ＳＯＮＯＢＵＯＹ　ＤＩＳＰＥＮＳＥＲ","通信機器・システム及び業務,各種車両・船舶・航空機,防衛等装備品類","競争・公募","A,B,C,D","2023-12-27","2024-01-26",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzc3OTAyNA=="
"N17778999","防衛省/航空自衛隊/第4補給処","埼玉県","O RING","工作・産業・農業・建設用機械器具類","競争・公募","A,B,C,D","2023-12-27","2024-01-15",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzc3ODk5OQ=="
"N17778997","防衛省/航空自衛隊/第4補給処","埼玉県","ADAPTER、STRAIGHT、PIPE TO HOSE","工作・産業・農業・建設用機械器具類","競争・公募","A,B,C,D","2023-12-27","2024-01-15",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzc3ODk5Nw=="
"N17778989","独立行政法人宇宙航空研究開発機構/筑波宇宙センター","茨城県","【再公告】2024年度 小型衛星用熱解析ソフトウェア（Thermal Desktop）の保守","情報処理機器・ソフト及び業務","競争・公募","B,C,D","2023-12-27","2024-01-29",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzc3ODk4OQ=="
"N17778784","防衛省/陸上自衛隊/新発田駐屯地","新潟県","No.1　AGp　陸上自衛隊新発田駐屯地で使用する電気（再生可能エネルギー比率１００％）","電力供給","競争・公募","A,B,C","2023-12-27","2024-02-01",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzc3ODc4NA=="
"N17778672","宮崎県市町村/都城市","宮崎県","No.238・空き家（下水流町）売買1、080万円【都城市】","土地・不動産","競争・公募","","2023-12-27","",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzc3ODY3Mg=="
"N17778462","独立行政法人地域医療機能推進機構/神戸中央病院","兵庫県","JCHO神戸中央病院における敷地内駐車場運営管理業務契約","建物等の維持管理（清掃・警備・受付等）,その他の業務委託","競争・公募","A,B,C","2023-12-27","2024-01-26",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzc3ODQ2Mg=="
"N17778404","独立行政法人産業技術総合研究所/つくばセンター","茨城県","CO2利用技術の設計評価用プロセスシミュレーションソフトウェアライセンス","情報処理機器・ソフト及び業務","競争・公募","","2023-12-27","2024-01-22",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzc3ODQwNA=="
"N17778036","国立大学法人/東京大学","東京都","10x Genomics社　Chromium Next GEMシングルセル　5’HTキット v2(48サンプル)　一式","理化学機械器具類,薬品・防疫剤等,医療用機器・システム、医療・介護用品及び業務","競争・公募","A,B,C","2023-12-27","2024-01-12",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzc3ODAzNg=="
"N17777973","独立行政法人国際観光振興機構","東京都","2024 年度 JNTO Photo & Video Library（J-Photo）、ジャパン・オンライン・メディア・センター（JOMC）整備・運用事業","情報処理機器・ソフト及び業務,調査・研究業務","競争・公募","","2023-12-27","2024-01-30",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzc3Nzk3Mw=="
"N17777947","その他新潟県市町村/佐渡市","新潟県","SADO滞在型・研修ワーケーションセンター（仮称）運営業務【佐渡市】","デザイン・印刷・広告,建物等の維持管理（清掃・警備・受付等）,その他の業務委託","競争・公募","","2023-12-27","2024-01-19",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzc3Nzk0Nw=="
"N17777813","埼玉県","埼玉県","令和5年度 CO2排出削減設備導入補助金【緊急対策枠】（令和6年1月募集開始分）","助成金・補助金","競争・公募","","2023-12-27","2024-01-31",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzc3NzgxMw=="
"N17777482","財団法人/エンジニアリング協会","東京都","2023年度CO2船舶輸送に関する技術開発および実証試験における「CO2陸上試験（その３）」","調査・研究業務","競争・公募","","2023-12-27","2024-01-25",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzc3NzQ4Mg=="
"N17777481","財団法人/エンジニアリング協会","東京都","2023年度CO2船舶輸送に関する技術開発および実証試験における「CO2陸上試験のための調査」","調査・研究業務","競争・公募","","2023-12-27","2024-01-25",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzc3NzQ4MQ=="
"N17777195","国立大学法人/長崎大学","長崎県","シーメンス製　全身用CT撮影装置「SOMATOM Definition Flash」保守 一式","医療用機器・システム、医療・介護用品及び業務","競争・公募","A,B,C","2023-12-27","2024-01-16",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzc3NzE5NQ=="
"N17777114","厚生労働省/国立感染症研究所","東京都","CO2インキュベーター二台の購入契約","理化学機械器具類","競争・公募","B,C,D","2023-12-27","2024-01-23",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzc3NzExNA=="
"N17777054","国立大学法人/大阪大学","大阪府","QuantStudio Absolute Q ﾃﾞｼﾞﾀﾙPCRｼｽﾃﾑ ﾃﾞｽｸﾄｯﾌﾟPC付ﾊﾟｯｹｰｼﾞ 米国ｻｰﾓﾌｨｯｼｬｰｻｲｴﾝﾃｨﾌｨｯｸ社製　QS-ABSQ-D-S2　1式","理化学機械器具類,医療用機器・システム、医療・介護用品及び業務","競争・公募","","2023-12-27","2024-01-10",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzc3NzA1NA=="
"N17777028","山形県市町村/川西町","山形県","空き家バンクの物件情報を更新しました（No.109新規登録）【川西町】","土地・不動産","競争・公募","","2023-12-27","",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzc3NzAyOA=="
"N17777009","独立行政法人国立美術館","東京都","「Art Platform Japan」ウェブサイト及びデータベースの機能改修、データ追加更新、システム保守業務","情報処理機器・ソフト及び業務","競争・公募","A,B,C,D","2023-12-27","2024-02-19",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzc3NzAwOQ=="
"N17776938","独立行政法人宇宙航空研究開発機構","茨城県","1Gbps回線におけるDTN SoC試作性能検証","情報処理機器・ソフト及び業務,調査・研究業務","競争・公募","A,B,C,D","2023-12-27","2024-01-16",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzc3NjkzOA=="
"N17776914","鹿児島県市町村/枕崎市","鹿児島県","空き家情報　No.102 【売買】　5DK・300万円【枕崎市】","土地・不動産","競争・公募","","2023-12-27","",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzc3NjkxNA=="
"N17776875","独立行政法人製品評価技術基盤機構","東京都","【WTO】製品評価技術基盤機構共通基盤情報システムの構築管理等支援業務","情報処理機器・ソフト及び業務","競争・公募","","2023-12-27","2024-03-01",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzc3Njg3NQ=="
"N17776781","独立行政法人宇宙航空研究開発機構/相模原キャンパス","神奈川県","ISOクラス１オープンクリーンベンチの購入","理化学機械器具類","競争・公募","A,B,C,D","2023-12-27","2024-01-25",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzc3Njc4MQ=="
"N17776350","広島県","広島県","令和５年度　復旧治山事業　渓間工事　Ｎｏ．７","土木工事","指名","","2023-12-27","2024-01-24",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzc3NjM1MA=="
"N17776172","国立大学法人/東京医科歯科大学","東京都","手術部天吊り機器　一式（ＯＲ１・２・16・17・18・19）","医療用機器・システム、医療・介護用品及び業務","競争・公募","","2023-12-27","2024-02-13",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzc3NjE3Mg=="
"N17776171","国立大学法人/東京医科歯科大学","東京都","手術部映像システム増設　一式（ＯＲ１・２・16・17・18・19）","医療用機器・システム、医療・介護用品及び業務","競争・公募","","2023-12-27","2024-01-26",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzc3NjE3MQ=="
